CMBODY             =                            3
CMBODY_RADIUS      =                     6378.137  KM
GRAPH CBF          =                            F
   JULIAN DATE (day)              X (km)              Y (km)              Z (km)
      2458386.752904       149954330.220         4908460.811            -448.302
      2458386.852904       149941511.247         5164620.340            -455.055
      2458386.952904       149928254.743         5420764.908            -461.991
      2458387.052904       149914560.710         5676893.815            -469.110
      2458387.152904       149900429.148         5933006.362            -476.416
      2458387.252904       149885860.059         6189101.847            -483.912
      2458387.352904       149870853.443         6445179.569            -491.598
      2458387.452904       149855409.302         6701238.829            -499.478
      2458387.552904       149839527.638         6957278.925            -507.553
      2458387.652904       149823208.452         7213299.158            -515.826
      2458387.752904       149806451.745         7469298.826            -524.298
      2458387.852904       149789257.519         7725277.228            -532.971
      2458387.952904       149771625.776         7981233.664            -541.847
      2458388.052904       149753556.519         8237167.432            -550.928
      2458388.152904       149735049.748         8493077.832            -560.215
      2458388.252904       149716105.466         8748964.161            -569.709
      2458388.352904       149696723.676         9004825.719            -579.412
      2458388.452904       149676904.378         9260661.802            -589.325
